,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
0,2022-04-20,'300750,宁德时代,407.0,443.0,405.78,439.01,440.26,-33.26,-7.5546,1.3458,31199615,12923538889.4,948656438400.0,943545930690.0,159557
1,2022-04-19,'300750,宁德时代,440.26,459.58,438.45,450.46,451.0,-10.74,-2.3814,0.6204,14382133,6429594317.75,1026180549310.0,1020652411410.0,79775
2,2022-04-18,'300750,宁德时代,451.0,451.98,435.3,442.0,450.86,0.14,0.0311,0.5158,11957617,5318801159.41,1051213891200.0,1045550896170.0,64750
3,2022-04-15,'300750,宁德时代,450.86,456.99,432.77,451.14,459.8,-8.94,-1.9443,0.8622,19989104,8854163487.94,1050887572030.0,1045226334920.0,110165
4,2022-04-14,'300750,宁德时代,459.8,476.0,454.0,475.0,466.0,-6.2,-1.3305,0.5932,13752370,6360122750.6,1071725381760.0,1065951889270.0,69419
5,2022-04-13,'300750,宁德时代,466.0,481.8,462.0,465.89,472.0,-6.0,-1.2712,0.4108,9523122,4479994702.53,1086176659200.0,1080325316220.0,49766
6,2022-04-12,'300750,宁德时代,472.0,472.78,460.5,460.77,459.0,13.0,2.8322,0.5391,12498201,5825410117.32,1100161766400.0,1094235084240.0,66603
7,2022-04-11,'300750,宁德时代,459.0,478.0,452.1,475.27,495.0,-36.0,-7.2727,0.8945,20738205,9541686135.04,1069860700800.0,1064097253530.0,109520
8,2022-04-08,'300750,宁德时代,495.0,504.87,489.0,492.7,495.22,-0.22,-0.0444,0.4036,9357130,4635752788.29,1153771344000.0,1147555861650.0,52573
9,2022-04-07,'300750,宁德时代,495.22,505.0,487.05,500.55,508.17,-12.95,-2.5484,0.5158,11958082,5909983777.64,1154284131260.0,1148065886480.0,71557
10,2022-04-06,'300750,宁德时代,508.17,518.0,503.0,516.52,518.9,-10.73,-2.0678,0.3685,8542810,4336158375.45,1184468654300.0,1178087802450.0,48873
11,2022-04-01,'300750,宁德时代,518.9,524.5,505.13,508.0,512.3,6.6,1.2883,0.4106,9518241,4923473198.49,1209478687680.0,1202963104260.0,54420
12,2022-03-31,'300750,宁德时代,512.3,518.0,503.15,515.15,519.0,-6.7,-1.2909,0.4151,9623922,4899473611.96,1194095069760.0,1187662359440.0,53916
13,2022-03-30,'300750,宁德时代,519.0,519.0,492.0,492.0,486.9,32.1,6.5927,0.6995,16216979,8276504323.97,1209711772800.0,1203194933730.0,82266
14,2022-03-29,'300750,宁德时代,486.9,500.0,482.0,487.0,487.0,-0.1,-0.0205,0.4847,11235947,5508775198.92,1134891449280.0,1128777674820.0,64362
15,2022-03-28,'300750,宁德时代,487.0,508.88,478.08,508.88,502.07,-15.07,-3.0016,0.6447,14946512,7277413365.95,1135124534400.0,1129009504290.0,81124
16,2022-03-25,'300750,宁德时代,502.07,518.18,502.0,511.92,514.0,-11.93,-2.321,0.4005,9283639,4724122668.33,1170250461980.0,1163946204970.0,49196
17,2022-03-24,'300750,宁德时代,514.0,517.68,498.38,509.95,515.29,-1.29,-0.2503,0.3658,8480580,4303359299.21,1198057516800.0,1191603460380.0,50814
18,2022-03-23,'300750,宁德时代,515.29,522.98,509.9,520.0,513.0,2.29,0.4464,0.3628,8410966,4336729378.45,1201064314850.0,1194594060500.0,48068
19,2022-03-22,'300750,宁德时代,513.0,520.0,507.0,520.0,520.0,-7.0,-1.3462,0.4412,10228257,5229898248.47,1195726665600.0,1189285165710.0,59144
20,2022-03-21,'300750,宁德时代,520.0,534.2,517.6,520.0,510.5,9.5,1.8609,0.5881,13634076,7164824307.35,1212042624000.0,1205513228400.0,67480
21,2022-03-18,'300750,宁德时代,510.5,524.47,504.0,519.0,524.5,-14.0,-2.6692,0.7071,16391807,8401871659.77,1189899537600.0,1183489429040.0,81117
22,2022-03-17,'300750,宁德时代,524.5,535.0,515.1,517.5,503.1,21.4,4.2536,1.1918,27630079,14545565578.4,1222531454400.0,1215945554420.0,121132
23,2022-03-16,'300750,宁德时代,503.1,503.47,468.49,476.2,463.2,39.9,8.614,1.2174,28223653,13816433731.6,1172651238720.0,1166334048480.0,130757
24,2022-03-15,'300750,宁德时代,463.2,481.29,450.6,461.0,463.0,0.2,0.0432,0.9174,21268688,9944131722.35,1079650275840.0,1073834091140.0,102770
25,2022-03-14,'300750,宁德时代,463.0,487.23,463.0,483.0,493.55,-30.55,-6.1898,0.7027,16291014,7715325213.16,1079184105600.0,1073370432210.0,88138
26,2022-03-11,'300750,宁德时代,493.55,495.0,474.1,480.83,490.81,2.74,0.5583,0.7377,17102172,8275317081.21,1150391609760.0,1144194334380.0,78512
27,2022-03-10,'300750,宁德时代,490.81,505.55,485.31,490.0,473.47,17.34,3.6623,1.0336,23961693,11860996849.5,1144005077470.0,1137842206980.0,102905
28,2022-03-09,'300750,宁德时代,473.47,474.0,448.0,456.0,455.45,18.02,3.9565,1.0118,23457419,10851981839.3,1103588117660.0,1097642977400.0,107522
29,2022-03-08,'300750,宁德时代,455.45,466.46,443.01,463.98,454.89,0.56,0.1231,0.9815,22754060,10355465375.1,1061586179040.0,1055867307450.0,107845
30,2022-03-07,'300750,宁德时代,454.89,485.0,454.01,475.0,491.79,-36.9,-7.5032,1.0611,24599264,11425969374.3,1060280902370.0,1054569062440.0,122818
31,2022-03-04,'300750,宁德时代,491.79,509.0,488.0,505.0,512.99,-21.2,-4.1326,0.7024,16283350,8081812311.2,1146289311650.0,1140114135760.0,90230
32,2022-03-03,'300750,宁德时代,512.99,518.8,506.97,517.2,513.84,-0.85,-0.1654,0.3752,8698927,4456406594.39,1195703357090.0,1189261982760.0,42539
33,2022-03-02,'300750,宁德时代,513.84,531.79,508.88,531.0,536.18,-22.34,-4.1665,0.5786,13412932,6925800187.95,1197684580610.0,1191232533230.0,67973
34,2022-03-01,'300750,宁德时代,536.18,548.08,530.0,539.2,533.36,2.82,0.5287,0.4205,9749032,5244201447.78,1249755796420.0,1243023236160.0,48391
35,2022-02-28,'300750,宁德时代,533.36,536.5,524.0,524.0,528.8,4.56,0.8623,0.4299,9965701,5284369459.23,1243182796030.0,1236485645190.0,53374
36,2022-02-25,'300750,宁德时代,528.8,535.0,520.89,521.0,507.7,21.1,4.156,0.7319,16967238,8978907317.42,1232554114560.0,1225914221500.0,78928
37,2022-02-24,'300750,宁德时代,507.7,521.58,501.0,508.0,519.0,-11.3,-2.1773,0.6971,16160023,8252994692.46,1183373154240.0,1176998203960.0,75836
38,2022-02-23,'300750,宁德时代,519.0,519.05,502.48,506.0,504.0,15.0,2.9762,0.6657,15433230,7922652049.15,1209711772800.0,1203194933730.0,74039
39,2022-02-22,'300750,宁德时代,504.0,508.0,492.37,506.65,510.0,-6.0,-1.1765,0.5881,13632851,6788745089.24,1174749004800.0,1168420513680.0,68007
40,2022-02-21,'300750,宁德时代,510.0,526.5,505.47,526.5,527.5,-17.5,-3.3175,0.6742,15630631,8011219920.84,1188734112000.0,1182330281700.0,74684
41,2022-02-18,'300750,宁德时代,527.5,535.0,522.98,530.0,535.0,-7.5,-1.4019,0.4911,11384779,5993089911.6,1229524008000.0,1222900438420.0,51068
42,2022-02-17,'300750,宁德时代,535.0,543.5,525.58,529.98,530.8,4.2,0.7913,0.4636,10747219,5758516460.83,1247005392000.0,1240287648450.0,54596
43,2022-02-16,'300750,宁德时代,530.8,542.43,523.99,528.0,527.0,3.8,0.7211,0.5481,12706794,6783859294.81,1237215816960.0,1230550810840.0,62337
44,2022-02-15,'300750,宁德时代,527.0,530.33,511.0,519.0,508.0,19.0,3.7402,0.6535,15150828,7915477348.15,1228358582400.0,1221741291090.0,76750
45,2022-02-14,'300750,宁德时代,508.0,512.89,485.06,486.0,489.99,18.01,3.6756,0.8467,19628564,9914026667.42,1184072409600.0,1177693692360.0,95050
46,2022-02-11,'300750,宁德时代,489.99,513.58,489.0,506.0,518.1,-28.11,-5.4256,1.0344,23979847,11994983924.8,1142093779490.0,1135941205350.0,128262
47,2022-02-10,'300750,宁德时代,518.1,552.0,499.89,551.8,547.2,-29.1,-5.318,1.261,29233587,14959750643.4,1207614006720.0,1201108468530.0,139016
48,2022-02-09,'300750,宁德时代,547.2,550.9,527.0,539.0,540.86,6.34,1.1722,0.4958,11494712,6212329182.12,1275441776640.0,1268570843420.0,62949
49,2022-02-08,'300750,宁德时代,540.86,579.44,521.82,579.44,579.44,-38.58,-6.6582,0.8908,20650297,11166726687.5,1260664180030.0,1253872855220.0,107187
50,2022-02-07,'300750,宁德时代,579.44,609.98,574.18,606.0,592.6,-13.16,-2.2207,0.6267,14528859,8588397059.17,1350588419330.0,1343312663580.0,76275
51,2022-01-28,'300750,宁德时代,592.6,604.0,570.44,594.6,574.99,17.61,3.0627,1.0496,24331734,14395957436.7,1381262421120.0,1373821421440.0,103075
52,2022-01-27,'300750,宁德时代,574.99,594.99,570.0,585.0,587.5,-12.51,-2.1294,0.5585,12948188,7546107243.45,1340216131490.0,1332996252300.0,69429
53,2022-01-26,'300750,宁德时代,587.5,590.6,566.5,571.8,565.6,21.9,3.872,0.5005,11603676,6718821593.41,1369375080000.0,1361998118620.0,62043
54,2022-01-25,'300750,宁德时代,565.6,583.33,565.0,573.21,580.99,-15.39,-2.6489,0.3105,7199229,4119696709.72,1318329438720.0,1311227465350.0,42212
55,2022-01-24,'300750,宁德时代,580.99,592.26,559.01,564.0,569.49,11.5,2.0194,0.4987,11562129,6686725178.48,1354201238690.0,1346906020320.0,60112
56,2022-01-21,'300750,宁德时代,569.49,579.6,552.0,563.0,569.13,0.36,0.0633,0.4278,9917398,5620817937.89,1327396449890.0,1320245631620.0,56867
57,2022-01-20,'300750,宁德时代,569.13,578.0,563.35,566.0,569.99,-0.86,-0.1509,0.3479,8065361,4600905692.78,1326557343460.0,1319411045540.0,46454
58,2022-01-19,'300750,宁德时代,569.99,595.0,558.5,589.5,586.8,-16.81,-2.8647,0.6249,14487439,8273655033.16,1328561875490.0,1321404778950.0,72299
59,2022-01-18,'300750,宁德时代,586.8,607.77,586.0,606.85,606.85,-20.05,-3.3039,0.4616,10701672,6345099027.84,1367743484160.0,1360375312360.0,56215
60,2022-01-17,'300750,宁德时代,606.85,608.5,578.8,588.86,577.4,29.45,5.1005,0.6191,14352844,8591412091.32,1414477050720.0,1406857120490.0,77163
61,2022-01-14,'300750,宁德时代,577.4,580.8,556.0,557.06,565.0,12.4,2.1947,0.5009,11612818,6663124572.02,1345833482880.0,1338583342460.0,65385
62,2022-01-13,'300750,宁德时代,565.0,582.0,554.74,571.0,565.04,-0.04,-0.0071,0.5996,13899742,7924626260.7,1316930928000.0,1309836488550.0,71702
63,2022-01-12,'300750,宁德时代,565.04,569.96,550.9,551.0,536.7,28.34,5.2804,0.8266,19164163,10752974048.4,1317024162050.0,1309929220340.0,99628
64,2022-01-11,'300750,宁德时代,536.7,549.9,536.41,541.11,538.4,-1.7,-0.3158,0.3655,8472277,4582697695.68,1250967839040.0,1244228749390.0,50037
65,2022-01-10,'300750,宁德时代,538.4,549.0,524.24,534.98,539.9,-1.5,-0.2778,0.6411,14862906,7964179734.57,1254930286080.0,1248169850330.0,81493
66,2022-01-07,'300750,宁德时代,539.9,556.0,528.0,550.0,541.47,-1.57,-0.29,0.5681,13169468,7135966663.6,1258426562880.0,1251647292330.0,69400
67,2022-01-06,'300750,宁德时代,541.47,547.0,531.79,538.51,547.5,-6.03,-1.1014,0.5988,13882602,7480050944.24,1262085999260.0,1255287014960.0,76596
68,2022-01-05,'300750,宁德时代,547.5,566.88,540.0,566.4,568.88,-21.38,-3.7583,0.7185,16657881,9167983226.16,1276141032000.0,1269266331820.0,84163
69,2022-01-04,'300750,宁德时代,568.88,607.0,561.0,606.0,588.0,-19.12,-3.2517,0.753,17456845,9975828427.53,1325974630660.0,1318831471870.0,97165
70,2021-12-31,'300750,宁德时代,588.0,605.99,582.0,598.3,590.0,-2.0,-0.339,0.4042,9371117,5540408920.97,1370540505600.0,1363157265960.0,51562
71,2021-12-30,'300750,宁德时代,590.0,596.29,575.57,577.0,575.55,14.45,2.5106,0.5358,12420946,7323088709.6,1375202208000.0,1367793855300.0,66036
72,2021-12-29,'300750,宁德时代,575.55,585.99,569.78,585.0,585.0,-9.45,-1.6154,0.4298,9963963,5731323286.03,1341521408160.0,1334294497320.0,56658
73,2021-12-28,'300750,宁德时代,585.0,587.28,569.91,578.0,578.6,6.4,1.1061,0.4167,9659574,5589310230.32,1363547952000.0,1356202381950.0,57616
74,2021-12-27,'300750,宁德时代,578.6,587.99,573.5,574.2,576.8,1.8,0.3121,0.4393,10183543,5915820121.37,1348630504320.0,1341365296060.0,56499
75,2021-12-24,'300750,宁德时代,576.8,625.25,563.0,624.0,622.07,-45.27,-7.2773,1.0615,24608084,14321299320.5,1344434972160.0,1337192365660.0,125078
76,2021-12-23,'300750,宁德时代,622.07,630.8,612.08,618.98,610.24,11.83,1.9386,0.3439,7971819,4954754967.52,1449952605980.0,1442141565370.0,44352
77,2021-12-22,'300750,宁德时代,610.24,617.0,603.0,608.8,604.07,6.17,1.0214,0.3607,8361840,5103433201.98,1422378636290.0,1414716139420.0,46475
78,2021-12-21,'300750,宁德时代,604.07,614.69,594.08,606.0,610.21,-6.14,-1.0062,0.542,12565780,7553655489.85,1407997284380.0,1400412261310.0,68007
79,2021-12-20,'300750,宁德时代,610.21,649.0,607.68,649.0,651.19,-40.98,-6.2931,0.6691,15511352,9648533093.77,1422308710750.0,1414646590580.0,90877
80,2021-12-17,'300750,宁德时代,651.19,653.99,639.7,651.01,655.06,-3.87,-0.5908,0.5888,13649081,8863377800.11,1517826992930.0,1509650306160.0,41943
81,2021-12-16,'300750,宁德时代,655.06,657.3,647.08,657.3,649.0,6.06,0.9337,0.2653,6150222,4018260859.3,1526847387070.0,1518622106530.0,36703
82,2021-12-15,'300750,宁德时代,649.0,661.0,646.95,649.43,651.01,-2.01,-0.3088,0.304,7048016,4606545054.18,1512722428800.0,1504573240830.0,40647
83,2021-12-14,'300750,宁德时代,651.01,657.34,643.98,657.34,658.36,-7.35,-1.1164,0.3788,8781080,5704000135.35,1517407439710.0,1509233013120.0,52007
84,2021-12-13,'300750,宁德时代,658.36,660.66,630.08,639.9,639.95,18.41,2.8768,0.6937,16082778,10409792154.6,1534539196030.0,1526272478940.0,77462
85,2021-12-10,'300750,宁德时代,639.95,653.36,621.18,622.22,633.8,6.15,0.9703,0.9224,21384418,13738235947.2,1491628225440.0,1483592674070.0,87951
86,2021-12-09,'300750,宁德时代,633.8,640.0,622.9,639.0,639.0,-5.2,-0.8138,0.5792,13427209,8443913158.9,1477293490560.0,1469335161850.0,77018
87,2021-12-08,'300750,宁德时代,639.0,644.78,626.25,634.79,629.0,10.0,1.5898,0.5127,11886602,7580712087.91,1489413916800.0,1481390294130.0,65082
88,2021-12-07,'300750,宁德时代,629.0,663.0,612.2,662.0,657.28,-28.28,-4.3026,0.955,22139147,13913426092.2,1466105404800.0,1458207347430.0,111128
89,2021-12-06,'300750,宁德时代,657.28,680.2,656.0,676.1,687.0,-29.72,-4.3261,0.4858,11261215,7509355191.61,1532021876740.0,1523768720700.0,68994
90,2021-12-03,'300750,宁德时代,687.0,692.0,671.0,688.96,688.0,-1.0,-0.1453,0.3485,8078164,5501798477.22,1601294774400.0,1592668438290.0,48648
91,2021-12-02,'300750,宁德时代,688.0,689.2,669.0,671.98,672.0,16.0,2.381,0.3959,9178956,6268320478.24,1603625625600.0,1594986732960.0,54586
92,2021-12-01,'300750,宁德时代,672.0,684.99,664.11,680.0,680.0,-8.0,-1.1765,0.3013,6984571,4696868393.24,1566332006400.0,1557894018240.0,40869
93,2021-11-30,'300750,宁德时代,680.0,685.66,673.33,684.76,679.8,0.2,0.0294,0.3101,7188131,4874671005.49,1584978816000.0,1576440375600.0,39290
94,2021-11-29,'300750,宁德时代,679.8,684.5,653.0,654.0,658.0,21.8,3.3131,0.4946,11465261,7758115212.05,1584512645760.0,1575976716670.0,61590
95,2021-11-26,'300750,宁德时代,658.0,668.8,651.0,651.0,654.0,4.0,0.6116,0.2524,5850222,3865245640.55,1533700089600.0,1525437892860.0,35119
96,2021-11-25,'300750,宁德时代,654.0,658.5,645.29,653.0,658.8,-4.8,-0.7286,0.2511,5822028,3798078532.39,1524376684800.0,1516164714180.0,33839
97,2021-11-24,'300750,宁德时代,658.8,675.8,650.34,670.17,672.0,-13.2,-1.9643,0.3688,8550354,5653890107.47,1535564770560.0,1527292528600.0,47929
98,2021-11-23,'300750,宁德时代,672.0,680.31,666.0,680.31,681.0,-9.0,-1.3216,0.4284,9931174,6671378514.59,1566332006400.0,1557894018240.0,51746
99,2021-11-22,'300750,宁德时代,681.0,681.0,642.11,644.99,639.0,42.0,6.5728,0.6604,15308991,10215261575.5,1587309667200.0,1578758670270.0,73520
100,2021-11-19,'300750,宁德时代,639.0,639.0,620.05,631.0,626.0,13.0,2.0767,0.3648,8456790,5343617369.66,1489413916800.0,1481390294130.0,40881
101,2021-11-18,'300750,宁德时代,626.0,636.66,613.59,625.88,625.88,0.12,0.0192,0.3247,7527274,4697499805.41,1459112851200.0,1451252463420.0,44623
102,2021-11-17,'300750,宁德时代,625.88,630.43,617.56,623.0,614.97,10.91,1.7741,0.3262,7561643,4721304801.75,1458833149060.0,1450974268060.0,41458
103,2021-11-16,'300750,宁德时代,614.97,625.12,607.0,620.0,620.0,-5.03,-0.8113,0.3638,8433513,5202056654.99,1433403562460.0,1425681673210.0,49511
104,2021-11-15,'300750,宁德时代,620.0,640.99,607.96,640.99,641.0,-21.0,-3.2761,0.6047,14007599,8684428486.27,1443984837240.0,1436199788640.0,76890
105,2021-11-12,'300750,宁德时代,641.0,661.86,633.92,657.0,655.85,-14.85,-2.2642,0.493,11420150,7312301472.1,1492894001080.0,1484845265350.0,67014
106,2021-11-11,'300750,宁德时代,655.85,665.13,650.1,651.0,648.0,7.85,1.2114,0.3325,7701413,5069135677.35,1527479766940.0,1519244566740.0,45950
107,2021-11-10,'300750,宁德时代,648.0,656.47,635.0,651.13,663.28,-15.28,-2.3037,0.55,12739826,8216658651.91,1509197055700.0,1501060424260.0,67244
108,2021-11-09,'300750,宁德时代,663.28,668.0,653.13,667.74,660.8,2.48,0.3753,0.2881,6674583,4413176640.35,1544784294910.0,1536455799690.0,38674
109,2021-11-08,'300750,宁德时代,660.8,664.98,631.0,637.0,634.09,26.71,4.2123,0.5297,12269565,8026800882.27,1539008355560.0,1530711000540.0,62112
110,2021-11-05,'300750,宁德时代,634.09,649.78,633.99,639.0,646.85,-12.76,-1.9726,0.3693,8555085,5465118685.46,1476800557170.0,1468838587060.0,47299
111,2021-11-04,'300750,宁德时代,646.85,655.0,636.05,648.0,640.0,6.85,1.0703,0.3972,9201009,5951843600.42,1506518696720.0,1498396505290.0,49390
112,2021-11-03,'300750,宁德时代,640.0,656.02,628.0,651.0,658.0,-18.0,-2.7356,0.5509,12760630,8165156864.72,1490564993280.0,1482528814080.0,63421
113,2021-11-02,'300750,宁德时代,658.0,665.76,648.0,655.0,650.0,8.0,1.2308,0.5673,13140789,8630072694.35,1532487133720.0,1524224936980.0,64778
114,2021-11-01,'300750,宁德时代,650.0,679.0,631.13,641.0,639.22,10.78,1.6864,0.9575,22179659,14502525103.6,1513855071300.0,1505693326800.0,95482
115,2021-10-29,'300750,宁德时代,639.22,645.49,598.94,615.29,607.2,32.02,5.2734,0.875,20268702,12687999698.1,1488748367190.0,1480721982090.0,86666
116,2021-10-28,'300750,宁德时代,607.2,635.0,602.93,625.0,615.04,-7.84,-1.2747,0.7461,17282868,10650216882.9,1414173537370.0,1406549212360.0,75690
117,2021-10-27,'300750,宁德时代,615.04,615.04,593.17,597.99,597.99,17.05,2.8512,0.5849,13548574,8191755889.74,1432432958540.0,1424710190330.0,59715
118,2021-10-26,'300750,宁德时代,597.99,638.48,595.93,635.76,610.77,-12.78,-2.0924,0.6401,14827692,9075608784.6,1392723375520.0,1385214696140.0,71759
119,2021-10-25,'300750,宁德时代,610.77,625.16,603.33,612.0,601.4,9.37,1.558,0.6066,14052090,8636989621.97,1422488095230.0,1414818943400.0,63066
120,2021-10-22,'300750,宁德时代,601.4,605.98,590.33,605.98,596.0,5.4,0.906,0.4758,11021603,6612493209.14,1400665292120.0,1393113794980.0,49486
121,2021-10-21,'300750,宁德时代,596.0,599.0,580.0,590.0,589.5,6.5,1.1026,0.4378,10142297,6008461971.03,1388088649990.0,1380604958110.0,49175
122,2021-10-20,'300750,宁德时代,589.5,613.38,587.0,595.0,590.6,-1.1,-0.1863,0.5382,12466583,7444464950.09,1372950099280.0,1365548024840.0,60861
123,2021-10-19,'300750,宁德时代,590.6,614.98,585.0,604.0,595.02,-4.42,-0.7428,0.6514,15088955,8990013549.6,1375512007860.0,1368096121240.0,69189
124,2021-10-18,'300750,宁德时代,595.02,595.24,570.0,581.0,569.0,26.02,4.5729,0.806,18670216,10933506377.6,1385806222350.0,1378334835870.0,86487
125,2021-10-15,'300750,宁德时代,569.0,578.87,528.1,532.0,532.3,36.7,6.8946,0.9908,22951299,12822713734.9,1325205439340.0,1318060773770.0,107217
126,2021-10-14,'300750,宁德时代,532.3,534.88,525.0,525.0,522.26,10.04,1.9224,0.3385,7841554,4161069009.13,1239730853000.0,1233047012090.0,39329
127,2021-10-13,'300750,宁德时代,522.26,522.5,504.0,505.0,505.0,17.26,3.4178,0.3303,7652244,3950317431.22,1216347614670.0,1209789841310.0,42691
128,2021-10-12,'300750,宁德时代,505.0,522.62,498.88,521.58,521.0,-16.0,-3.071,0.414,9590683,4879529812.42,1176148940010.0,1169807892360.0,52449
129,2021-10-11,'300750,宁德时代,521.0,537.6,518.06,535.0,534.0,-13.0,-2.4345,0.3381,7830888,4112416011.4,1213413064840.0,1206871112710.0,42911
130,2021-10-08,'300750,宁德时代,534.0,550.07,522.9,534.0,525.73,8.27,1.5731,0.5403,12516925,6710477515.55,1243690166270.0,1236984979250.0,61145
131,2021-09-30,'300750,宁德时代,525.73,532.5,502.01,505.0,502.51,23.22,4.6208,0.7215,16714235,8696962248.11,1224429271750.0,1217827927230.0,83581
132,2021-09-29,'300750,宁德时代,502.51,511.8,494.0,496.0,500.43,2.08,0.4156,0.4056,9395464,4739177462.63,1170349710580.0,1164039928690.0,49449
133,2021-09-28,'300750,宁德时代,500.43,517.95,498.2,512.0,513.5,-13.07,-2.5453,0.3981,9222505,4682091359.49,1165505374350.0,1159221710050.0,49162
134,2021-09-27,'300750,宁德时代,513.5,519.8,499.79,505.0,499.98,13.52,2.7041,0.6258,14496264,7441411134.81,1195945506330.0,1189497728170.0,73984
135,2021-09-24,'300750,宁德时代,499.98,512.51,490.5,494.87,492.99,6.99,1.4179,0.443,10262492,5155614316.07,1164457320840.0,1158179306970.0,55747
136,2021-09-23,'300750,宁德时代,492.99,504.86,491.8,504.86,493.31,-0.32,-0.0649,0.3447,7971421,3955499103.71,1148177556310.0,1140170471890.0,45271
137,2021-09-22,'300750,宁德时代,493.31,501.0,488.1,494.6,503.0,-9.69,-1.9264,0.2778,6423920,3170987210.07,1148922838800.0,1140910556980.0,35412
