,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
276,2021-03-02,'300750,宁德时代,349.6,353.2,341.06,353.0,344.6,5.0,1.451,1.1261,15281131,5308970364.61,814384120189.0,474406545549.0,71727
277,2021-03-01,'300750,宁德时代,344.6,345.62,328.28,331.51,322.23,22.37,6.9422,1.5136,20539402,6964880536.07,802736750049.0,467621554909.0,88613
278,2021-02-26,'300750,宁德时代,322.23,333.0,317.79,323.0,337.1,-14.87,-4.4112,1.6913,22950635,7449904802.03,750626416042.0,437265506785.0,97951
279,2021-02-25,'300750,宁德时代,337.1,353.85,335.0,353.85,347.0,-9.9,-2.853,1.811,24575702,8445690070.16,785265694839.0,457444068949.0,98950
280,2021-02-24,'300750,宁德时代,347.0,378.0,339.4,375.0,376.54,-29.54,-7.8451,2.2308,30272084,10682015850.8,808327487716.0,470878350416.0,126596
281,2021-02-23,'300750,宁德时代,376.54,376.54,360.88,370.0,375.0,1.54,0.4107,1.0026,13604746,5027757786.27,877140150503.0,510964075117.0,63412
282,2021-02-22,'300750,宁德时代,375.0,395.8,374.9,387.5,387.5,-12.5,-3.2258,1.2322,16720351,6411239336.71,873552760500.0,508874298000.0,85654
283,2021-02-19,'300750,宁德时代,387.5,396.0,374.2,390.0,397.0,-9.5,-2.3929,1.3773,18690354,7159858378.61,902671185850.0,525836774600.0,94700
284,2021-02-18,'300750,宁德时代,397.0,422.0,386.88,422.0,412.66,-15.66,-3.7949,1.7557,23824929,9491493857.26,924801189116.0,538728256816.0,103030
285,2021-02-10,'300750,宁德时代,412.66,416.6,406.0,413.99,410.2,2.46,0.5997,1.1999,16282957,6704613974.91,961280752394.0,559978847500.0,68806
286,2021-02-09,'300750,宁德时代,410.2,415.0,400.8,411.2,404.0,6.2,1.5347,1.1941,16203746,6632109518.73,955550246286.0,556640632106.0,70698
287,2021-02-08,'300750,宁德时代,404.0,404.8,373.01,375.0,373.45,30.55,8.1805,1.7983,24402658,9586610901.77,941107507312.0,548227243712.0,104082
288,2021-02-05,'300750,宁德时代,373.45,396.99,372.85,395.0,388.5,-15.05,-3.8739,1.3568,18411695,7036248026.18,869942075757.0,506770950902.0,87348
289,2021-02-04,'300750,宁德时代,388.5,393.8,379.5,384.91,380.98,7.52,1.9739,1.594,21630174,8354708667.47,905000659878.0,527193772728.0,89950
290,2021-02-03,'300750,宁德时代,380.98,387.56,375.05,379.0,367.8,13.18,3.5835,1.7096,21107294,8082621707.65,887483015187.0,470372339522.0,86015
291,2021-02-02,'300750,宁德时代,367.8,369.99,337.37,352.01,350.33,17.47,4.9867,2.0319,25086475,8919403723.18,856780547498.0,454099812264.0,103571
292,2021-02-01,'300750,宁德时代,350.33,356.9,346.2,353.0,354.11,-3.78,-1.0675,1.4195,17525081,6170654212.21,816084636229.0,432530688500.0,72035
293,2021-01-29,'300750,宁德时代,354.11,377.0,342.56,376.01,369.9,-15.79,-4.2687,2.2356,27601326,9896345998.55,824890048055.0,437197619687.0,112586
294,2021-01-28,'300750,宁德时代,369.9,383.01,368.0,380.0,390.52,-20.62,-5.2801,1.4727,18182027,6792412556.18,861672442957.0,456692551812.0,80924
295,2021-01-27,'300750,宁德时代,390.52,393.2,372.0,392.0,385.5,5.02,1.3022,1.2019,14838511,5705898439.04,909706197415.0,482150784898.0,66516
296,2021-01-26,'300750,宁德时代,385.5,396.81,383.76,396.81,396.95,-11.45,-2.8845,1.2234,15104374,5853513769.95,898012237794.0,475952902740.0,68103
297,2021-01-25,'300750,宁德时代,396.95,418.34,392.34,406.3,408.0,-11.05,-2.7083,1.761,21741425,8762929073.74,924684715415.0,490089506466.0,99620
298,2021-01-22,'300750,宁德时代,408.0,410.28,391.5,391.5,391.3,16.7,4.2678,1.5425,19044156,7637563994.44,950425403424.0,503732255040.0,82326
299,2021-01-21,'300750,宁德时代,391.3,399.0,380.0,387.0,391.4,-0.1,-0.0255,1.4157,17479166,6831720356.62,911523187156.0,483113802444.0,80396
300,2021-01-20,'300750,宁德时代,391.4,393.38,370.91,373.8,366.11,25.29,6.9078,1.7286,21341613,8254525726.97,911756134559.0,483237266232.0,91457
301,2021-01-19,'300750,宁德时代,366.11,386.0,364.55,384.0,383.9,-17.79,-4.634,1.3191,16286661,6085692761.11,852843736391.0,452013274247.0,77347
302,2021-01-18,'300750,宁德时代,383.9,391.8,375.77,376.74,380.55,3.35,0.8803,1.1502,14201178,5471186934.28,894285079349.0,473977482132.0,66058
303,2021-01-15,'300750,宁德时代,380.55,383.98,365.0,367.99,369.01,11.54,3.1273,1.6056,19822928,7439894398.97,886481341355.0,469841445234.0,86612
304,2021-01-14,'300750,宁德时代,369.01,384.0,368.02,375.2,385.0,-15.99,-4.1532,1.588,19606569,7315308913.46,859599211072.0,455593724099.0,92503
305,2021-01-13,'300750,宁德时代,385.0,410.5,372.98,400.0,401.17,-16.17,-4.0307,2.2081,27261967,10634079156.7,896847500780.0,475335583800.0,124059
306,2021-01-12,'300750,宁德时代,401.17,404.4,380.0,385.5,390.0,11.17,2.8641,1.3413,16559671,6519876504.75,934515095813.0,495299678320.0,83802
307,2021-01-11,'300750,宁德时代,390.0,409.88,386.0,409.88,404.5,-14.5,-3.5847,1.8633,23005038,9098694885.58,908494870920.0,481508773200.0,101410
308,2021-01-08,'300750,宁德时代,404.5,424.99,397.4,419.0,413.23,-8.73,-2.1126,1.7014,21006685,8534719468.52,942272244326.0,499411022460.0,84285
309,2021-01-07,'300750,宁德时代,413.23,415.0,396.88,400.99,406.77,6.46,1.5881,1.4085,17389487,7064219721.54,962608552590.0,510189411152.0,74070
310,2021-01-06,'300750,宁德时代,406.77,416.0,391.01,408.0,402.0,4.77,1.1866,1.512,18668114,7476239865.78,947560150370.0,502213650448.0,81977
311,2021-01-05,'300750,宁德时代,402.0,403.8,386.01,395.0,404.1,-2.1,-0.5197,1.8423,22745201,9014539649.19,936448559256.0,496324427760.0,95409
312,2021-01-04,'300750,宁德时代,404.1,411.11,358.1,358.1,351.11,52.99,15.0921,1.8208,22480807,8687099006.98,941340454715.0,498917167308.0,86575
313,2020-12-31,'300750,宁德时代,351.11,353.9,341.71,344.98,340.0,11.11,3.2676,1.2312,15200521,5283669711.79,817901625971.0,433493706047.0,62887
314,2020-12-30,'300750,宁德时代,340.0,347.94,320.0,320.0,308.0,32.0,10.3896,1.8533,22881682,7648664797.97,792021169520.0,419776879200.0,82001
315,2020-12-29,'300750,宁德时代,308.0,318.8,303.38,316.79,316.78,-8.78,-2.7716,0.9861,12174791,3759197905.48,717478000624.0,380268467040.0,50116
316,2020-12-28,'300750,宁德时代,316.78,320.0,311.0,315.2,312.79,3.99,1.2756,0.9698,11973062,3782275235.68,737930782590.0,391108587626.0,42796
317,2020-12-25,'300750,宁德时代,312.79,315.2,306.01,309.0,311.0,1.79,0.5756,0.7727,9539934,2967552613.6,728636181218.0,386182382485.0,37558
318,2020-12-24,'300750,宁德时代,311.0,318.66,308.5,317.0,318.0,-7.0,-2.2013,0.7677,9478596,2959419425.07,724466422708.0,383972380680.0,39568
319,2020-12-23,'300750,宁德时代,318.0,329.3,307.18,313.67,313.64,4.36,1.3901,1.4085,17390320,5538718908.38,740772740904.0,392614845840.0,67927
320,2020-12-22,'300750,宁德时代,313.64,330.33,311.7,319.99,325.0,-11.36,-3.4954,1.3667,16874400,5377597576.03,730616234142.0,387231824683.0,65075
321,2020-12-21,'300750,宁德时代,325.0,325.0,293.3,296.75,289.99,35.01,12.0728,1.6046,19810397,6099782514.53,757079059100.0,401257311000.0,66033
322,2020-12-18,'300750,宁德时代,289.99,292.95,283.22,285.5,284.81,5.18,1.8188,0.7705,9512618,2747669766.85,675524173380.0,358032638821.0,37881
323,2020-12-17,'300750,宁德时代,284.81,287.8,282.01,284.2,286.06,-1.25,-0.437,0.7138,8812326,2508931372.63,663457497915.0,351637214603.0,35329
324,2020-12-16,'300750,宁德时代,286.06,286.3,277.0,280.2,278.5,7.56,2.7145,1.1573,14288803,4031211462.83,666369340450.0,353180511953.0,51692
325,2020-12-15,'300750,宁德时代,278.5,279.37,264.45,268.0,266.0,12.5,4.6992,1.4402,17781261,4843902027.0,648758516798.0,343846649580.0,61952
326,2020-12-14,'300750,宁德时代,266.0,268.73,262.1,266.57,266.56,-0.56,-0.2101,0.8686,10724116,2853628548.55,619640091448.0,328413676080.0,35413
327,2020-12-11,'300750,宁德时代,266.56,267.52,261.7,263.31,264.82,1.74,0.6571,1.0443,12893673,3422455576.52,620944596904.0,329105073293.0,39806
328,2020-12-10,'300750,宁德时代,264.82,267.5,259.0,263.15,266.0,-1.18,-0.4436,0.8088,9985664,2632528799.1,616891312095.0,326956803382.0,40123
329,2020-12-09,'300750,宁德时代,266.0,272.6,262.08,268.73,266.03,-0.03,-0.0113,1.2444,15363649,4118082968.01,619640091448.0,328413676080.0,52513
330,2020-12-08,'300750,宁德时代,266.03,269.89,264.5,265.5,261.46,4.57,1.7479,0.9425,11636158,3104188969.87,619709975669.0,328450715216.0,46319
331,2020-12-07,'300750,宁德时代,261.46,264.83,250.9,250.9,249.72,11.74,4.7013,1.3861,17112954,4455396830.01,609064279361.0,322808420105.0,59367
332,2020-12-04,'300750,宁德时代,249.72,251.3,244.35,245.06,245.99,3.73,1.5163,0.7479,9233784,2301628558.31,581716254272.0,308313771394.0,38034
333,2020-12-03,'300750,宁德时代,245.99,246.97,238.37,243.69,243.69,2.3,0.9438,0.8657,10688561,2599398532.04,573027316148.0,303708572101.0,43801
334,2020-12-02,'300750,宁德时代,243.69,246.0,236.6,246.0,246.17,-2.48,-1.0074,0.9691,11965310,2878299332.58,567669525883.0,300868904977.0,47732
335,2020-12-01,'300750,宁德时代,246.17,246.65,238.0,238.8,242.8,3.37,1.388,0.7688,9491971,2313881357.96,573446621473.0,303930806920.0,37411
336,2020-11-30,'300750,宁德时代,242.8,244.0,234.02,244.0,242.0,0.8,0.3306,1.0259,12666236,3027343940.04,565596293998.0,299770077264.0,48724
337,2020-11-27,'300750,宁德时代,242.0,248.77,238.0,245.42,245.34,-3.34,-1.3614,0.6831,8433221,2042276835.53,563732714776.0,298782366960.0,36000
338,2020-11-26,'300750,宁德时代,245.34,246.6,239.2,246.6,246.22,-0.88,-0.3574,0.6989,8629485,2093179753.54,571513158030.0,302906057479.0,36097
339,2020-11-25,'300750,宁德时代,246.22,256.88,244.4,256.6,254.7,-8.48,-3.3294,0.9484,11709894,2919290534.92,573563095174.0,303992538814.0,50402
340,2020-11-24,'300750,宁德时代,254.7,259.1,250.01,258.0,253.0,1.7,0.6719,0.7931,9791966,2493964413.57,593317034932.0,314462268036.0,41594
341,2020-11-23,'300750,宁德时代,253.0,259.7,250.1,252.08,252.08,0.92,0.365,0.9793,12091293,3074248590.11,589356929084.0,312363383640.0,51854
342,2020-11-20,'300750,宁德时代,252.08,253.6,244.48,244.49,242.1,9.98,4.1223,0.9965,12303462,3074188105.81,587213812978.0,311227516790.0,60147
343,2020-11-19,'300750,宁德时代,242.1,243.55,237.11,241.01,240.5,1.6,0.6653,0.7904,9758010,2347767353.96,563965662179.0,298905830748.0,42473
344,2020-11-18,'300750,宁德时代,240.5,252.06,236.82,250.12,250.68,-10.18,-4.061,1.5619,19283321,4666571941.18,560238503734.0,296930410140.0,84507
345,2020-11-17,'300750,宁德时代,250.68,260.0,246.5,257.3,254.9,-4.22,-1.6556,1.1076,13674853,3446644846.06,583952549339.0,309499023758.0,58886
346,2020-11-16,'300750,宁德时代,254.9,257.7,247.43,253.89,253.21,1.69,0.6674,0.9972,12312065,3117461904.91,593782929737.0,314709195612.0,49347
347,2020-11-13,'300750,宁德时代,253.21,260.77,253.0,258.12,254.25,-1.04,-0.409,0.9215,11377678,2916695926.72,589846118630.0,312622657595.0,44721
348,2020-11-12,'300750,宁德时代,254.25,260.0,252.58,260.0,250.84,3.41,1.3594,0.787,9716864,2484194228.51,592268771619.0,313906680990.0,43707
349,2020-11-11,'300750,宁德时代,250.84,267.48,250.84,264.11,265.92,-15.08,-5.6709,1.2764,15758398,4067832842.2,584325265184.0,309696565819.0,63751
350,2020-11-10,'300750,宁德时代,265.92,271.88,255.55,265.32,266.43,-0.51,-0.1914,1.1678,14417544,3798315741.0,619453733526.0,328314905050.0,55155
351,2020-11-09,'300750,宁德时代,266.43,272.9,261.1,268.0,263.5,2.93,1.112,1.0715,13228570,3519918484.63,620641765280.0,328944570368.0,51134
352,2020-11-06,'300750,宁德时代,263.5,275.23,260.0,271.38,268.5,-5.0,-1.8622,1.2683,15658385,4181642685.96,613816406378.0,325327081380.0,56944
353,2020-11-05,'300750,宁德时代,268.5,268.5,260.96,261.0,255.55,12.95,5.0675,1.2794,15795924,4183384889.78,625463776518.0,331500270780.0,55329
354,2020-11-04,'300750,宁德时代,255.55,260.0,250.0,255.0,256.02,-0.47,-0.1836,0.8959,11061672,2823450164.92,595297087855.0,315511710234.0,44402
355,2020-11-03,'300750,宁德时代,256.02,260.0,247.18,260.0,260.14,-4.12,-1.5838,1.4949,18456665,4678655503.43,596391940649.0,316091990038.0,60998
356,2020-11-02,'300750,宁德时代,260.14,265.5,244.51,247.0,247.17,12.97,5.2474,1.5345,18946131,4851443507.78,605989373644.0,321178698103.0,67381
357,2020-10-30,'300750,宁德时代,247.17,256.6,238.3,241.02,240.0,7.17,2.9875,1.8596,22958747,5697363353.32,575776095501.0,305165444800.0,78424
358,2020-10-29,'300750,宁德时代,240.0,244.02,232.32,237.02,240.26,-0.26,-0.1082,1.4122,17435230,4141992876.83,559073766720.0,296313091200.0,65464
359,2020-10-28,'300750,宁德时代,240.26,245.47,226.66,227.65,237.21,3.05,1.2858,1.8156,22415826,5333295829.78,559679429967.0,296634097049.0,68722
360,2020-10-27,'300750,宁德时代,237.21,238.7,232.0,235.0,233.15,4.06,1.7414,0.7372,9101539,2142729170.59,552574534182.0,292868451515.0,38957
361,2020-10-26,'300750,宁德时代,233.15,233.63,219.33,225.97,225.0,8.15,3.6222,0.875,10802773,2483444489.13,543116869628.0,287855821722.0,38791
362,2020-10-23,'300750,宁德时代,225.0,238.76,224.45,232.51,231.88,-6.88,-2.9671,0.939,11593811,2675565182.5,524131656300.0,277793523000.0,42745
363,2020-10-22,'300750,宁德时代,231.88,233.8,227.0,230.2,232.33,-0.45,-0.1937,0.7334,9055157,2083319770.78,540158437613.0,286287831614.0,36229
364,2020-10-21,'300750,宁德时代,232.33,240.63,227.68,240.06,241.6,-9.27,-3.8369,1.3095,16167925,3765707374.23,541206700925.0,286843418660.0,64380
365,2020-10-20,'300750,宁德时代,241.6,241.6,228.94,230.63,229.41,12.19,5.3136,1.1013,13596634,3215157955.21,562800925165.0,298288511808.0,54513
366,2020-10-19,'300750,宁德时代,229.41,236.1,228.0,231.33,228.1,1.31,0.5743,1.0531,13002499,3013473695.51,534404636763.0,283238276051.0,49481
367,2020-10-16,'300750,宁德时代,228.1,240.0,224.31,239.5,238.6,-10.5,-4.4007,1.6445,20304062,4680601973.53,531353025787.0,281620900428.0,75556
368,2020-10-15,'300750,宁德时代,238.6,244.1,237.0,241.11,237.3,1.3,0.5478,0.8062,9953526,2390083998.42,555812503081.0,294584598168.0,41785
369,2020-10-14,'300750,宁德时代,237.3,244.0,234.8,237.0,235.67,1.63,0.6916,1.1153,13770183,3291861335.66,552784186844.0,292979568924.0,55083
370,2020-10-13,'300750,宁德时代,235.67,238.58,229.0,234.88,234.78,0.89,0.3791,0.8704,10746666,2516817784.32,548987144179.0,290967109180.0,37608
371,2020-10-12,'300750,宁德时代,234.78,235.0,227.3,228.0,224.87,9.91,4.407,1.5339,18938222,4398493906.52,546913912294.0,289868281466.0,57986
372,2020-10-09,'300750,宁德时代,224.87,228.88,219.77,219.99,209.2,15.67,7.4904,1.9406,23959241,5376329911.32,523828824676.0,277633020076.0,73268
373,2020-09-30,'300750,宁德时代,209.2,211.01,203.8,205.3,204.99,4.21,2.0538,1.2952,15990837,3336273480.53,487325966658.0,258286244496.0,53659
374,2020-09-29,'300750,宁德时代,204.99,206.25,195.43,195.49,192.91,12.08,6.262,1.6396,20243551,4072131575.31,477518881000.0,253088419021.0,71387
375,2020-09-28,'300750,宁德时代,192.91,196.95,191.81,193.45,191.5,1.41,0.7363,0.6669,8233195,1600223953.99,449378834741.0,238173993431.0,33715
376,2020-09-25,'300750,宁德时代,191.5,194.7,190.59,193.6,190.82,0.68,0.3564,0.5509,6801208,1308079227.28,446094276362.0,236433154020.0,27504
377,2020-09-24,'300750,宁德时代,190.82,195.8,190.11,193.65,197.0,-6.18,-3.1371,0.8641,10668028,2053506543.55,444510234023.0,235593600262.0,43193
378,2020-09-23,'300750,宁德时代,197.0,199.82,191.1,199.6,200.5,-3.5,-1.7456,1.2771,15719429,3068479262.24,458906383516.0,242473621108.0,56247
379,2020-09-22,'300750,宁德时代,200.5,204.2,197.93,200.0,197.93,2.57,1.2984,1.0025,12339378,2486477010.97,467059542614.0,246781528082.0,47158
380,2020-09-21,'300750,宁德时代,197.93,208.0,196.86,201.9,198.03,-0.1,-0.0505,1.3055,16068319,3253235561.82,461072794362.0,243618293533.0,49056
381,2020-09-18,'300750,宁德时代,198.03,200.0,195.23,198.91,198.4,-0.37,-0.1865,0.8607,10548691,2089777817.1,461305741765.0,242703406701.0,37683
382,2020-09-17,'300750,宁德时代,198.4,201.95,191.0,192.24,192.26,6.14,3.1936,1.4794,18130771,3567477518.32,462167647155.0,243156874662.0,58397
383,2020-09-16,'300750,宁德时代,192.26,196.9,190.5,196.79,194.7,-2.44,-1.2532,0.9659,11837864,2289962853.4,447864676623.0,235631757674.0,47104
384,2020-09-15,'300750,宁德时代,194.7,197.0,192.82,195.5,192.78,1.92,0.996,0.9549,11703665,2283119874.78,453548593252.0,238622195044.0,39872
385,2020-09-14,'300750,宁德时代,192.78,194.98,190.0,190.5,187.3,5.48,2.9258,1.1659,14289637,2755344741.23,449076003118.0,236269063999.0,53328
386,2020-09-11,'300750,宁德时代,187.3,189.3,183.35,186.0,184.96,2.34,1.2651,0.9599,11765001,2188559588.65,436310485444.0,229552835808.0,40260
387,2020-09-10,'300750,宁德时代,184.96,189.5,184.5,185.0,184.32,0.64,0.3472,1.2097,14826421,2775741169.21,430859516219.0,226684957347.0,51405
388,2020-09-09,'300750,宁德时代,184.32,187.5,177.99,179.0,186.9,-2.58,-1.3804,1.5449,18934368,3444737254.9,429368652841.0,225900580332.0,68739
389,2020-09-08,'300750,宁德时代,186.9,188.0,179.51,185.0,186.4,0.5,0.2682,1.801,22073272,4063178479.39,435378695833.0,229062600173.0,86205
390,2020-09-07,'300750,宁德时代,186.4,204.85,180.0,202.9,204.26,-17.86,-8.7438,3.6545,44789699,8540774209.68,434213958819.0,228449805630.0,149217
391,2020-09-04,'300750,宁德时代,204.26,205.66,200.58,202.22,209.9,-5.64,-2.687,1.2054,14773663,2993649066.28,475818364959.0,250338826706.0,55094
392,2020-09-03,'300750,宁德时代,209.9,211.0,205.89,210.0,211.31,-1.41,-0.6673,1.0161,12452889,2600401902.48,488956598477.0,257251149151.0,46133
393,2020-09-02,'300750,宁德时代,211.31,214.13,208.0,213.36,214.25,-2.94,-1.3722,1.192,14608611,3084140607.86,492241156857.0,258979229763.0,56346
394,2020-09-01,'300750,宁德时代,214.25,215.0,205.01,206.5,206.35,7.9,3.8284,1.6087,19716189,4175644975.0,499089810499.0,262582461676.0,73106
395,2020-08-31,'300750,宁德时代,206.35,210.76,205.01,209.66,208.3,-1.95,-0.9361,1.1027,13514481,2797718777.33,480686965678.0,252900307896.0,50344
396,2020-08-28,'300750,宁德时代,208.3,209.5,203.68,206.32,204.95,3.35,1.6345,1.3844,16967122,3510925235.07,485229440032.0,255290206614.0,62386
397,2020-08-27,'300750,宁德时代,204.95,208.5,199.0,202.5,194.4,10.55,5.427,2.3171,28397772,5799779573.06,477425702039.0,251184483176.0,99912
398,2020-08-26,'300750,宁德时代,194.4,199.98,192.94,199.01,199.92,-5.52,-2.7611,1.2435,15240258,2985718224.08,452849751043.0,238254518318.0,59964
399,2020-08-25,'300750,宁德时代,199.92,206.0,198.96,202.01,202.01,-2.09,-1.0346,1.1871,14549072,2935647680.18,465708447678.0,245019770073.0,58406
400,2020-08-24,'300750,宁德时代,202.01,208.0,192.24,194.2,192.23,9.78,5.0877,2.1057,25806984,5156579057.63,470577048396.0,247581251263.0,93688
401,2020-08-21,'300750,宁德时代,192.23,193.94,190.0,191.36,188.42,3.81,2.0221,1.1958,14655272,2815939720.4,447794792402.0,235594990002.0,55156
402,2020-08-20,'300750,宁德时代,188.42,191.0,185.0,187.0,190.19,-1.77,-0.9306,1.0624,13020138,2444311254.49,438919496356.0,230925495584.0,51057
403,2020-08-19,'300750,宁德时代,190.19,197.8,190.0,197.8,199.28,-9.09,-4.5614,1.527,18714680,3610137183.17,443042665385.0,233094788266.0,78320
404,2020-08-18,'300750,宁德时代,199.28,205.0,195.88,199.6,196.62,2.66,1.3529,1.805,22122398,4415130040.55,464217584300.0,244235393058.0,84693
405,2020-08-17,'300750,宁德时代,196.62,200.37,194.2,200.0,200.37,-3.75,-1.8715,1.608,19707410,3866925434.64,458021183385.0,240975326089.0,76875
406,2020-08-14,'300750,宁德时代,200.37,200.45,195.99,197.7,195.99,4.38,2.2348,0.9767,11970002,2373752130.69,466756710990.0,245571285162.0,46422
407,2020-08-13,'300750,宁德时代,195.99,201.98,194.47,200.8,195.73,0.26,0.1328,1.0657,13061210,2581164116.91,456553614748.0,240203204965.0,50210
408,2020-08-12,'300750,宁德时代,195.73,200.26,188.2,199.9,198.42,-2.69,-1.3557,2.0621,25272741,4855191798.76,455947951500.0,239884551803.0,87413
409,2020-08-11,'300750,宁德时代,198.42,204.6,198.13,200.75,200.68,-2.26,-1.1262,0.9981,12233213,2468198212.59,462214236636.0,243181386444.0,49702
410,2020-08-10,'300750,宁德时代,200.68,205.3,198.08,204.2,204.29,-3.61,-1.7671,1.0671,13078744,2629646475.41,467478847939.0,245951217778.0,54648
411,2020-08-07,'300750,宁德时代,204.29,214.3,202.11,209.0,211.5,-7.21,-3.409,1.4732,18055246,3733669851.51,475888249180.0,250375594379.0,64192
412,2020-08-06,'300750,宁德时代,211.5,217.88,208.0,216.88,210.35,1.15,0.5467,1.1885,14565688,3082282259.6,492683756922.0,259212091689.0,51419
413,2020-08-05,'300750,宁德时代,210.35,212.8,206.55,210.74,210.69,-0.34,-0.1614,1.0387,12730060,2664523682.85,490004861790.0,257802664240.0,48278
414,2020-08-04,'300750,宁德时代,210.69,222.98,210.32,214.3,215.6,-4.91,-2.2774,1.6284,19958062,4309494880.36,490796882959.0,258219364529.0,68719
415,2020-08-03,'300750,宁德时代,215.6,215.8,210.05,213.88,212.17,3.43,1.6166,1.2326,15106133,3216865097.64,502234600437.0,264237006942.0,53570
